ticker,earnings_date,direction,pct_change,abs_change,magnitude,sector,finbert_positive,finbert_negative,finbert_neutral,finbert_confidence,guidance_raised_count,guidance_lowered_count,confidence_score,uncertainty_score,guidance_direction,text_length,avg_sentence_sentiment,sentiment_volatility,positive_sentence_ratio,negative_sentence_ratio,forward_looking_ratio,tb_polarity,tb_subjectivity,word_count,unique_positive_signals,unique_negative_signals,momentum_5d,momentum_10d,volatility,volume_surge,rsi,price_slope,dist_52w_high,avg_volume
CRM,2025-02-26,DOWN,-4.0445,4.0445,MEDIUM,Tech,0.5362,0.127,0.3368,0.5362,0,0,0,0,0.0,2707,0.0521,0.0903,0.25,0.0,0.0403,0.1389,0.2389,149,0,0,-5.7468,-11.1176,1.5981,1.1168,31.39,-2.2603,-16.7562,6377313.0
CRM,2024-12-03,UP,10.9948,10.9948,LARGE,Tech,0.0133,0.9425,0.0441,0.9425,0,0,0,0,0.0,2675,-0.0074,0.0228,0.0,0.0952,0.0,-0.0389,0.0722,161,0,0,-2.3886,-3.137,1.7592,0.8578,41.92,-0.2156,-3.5462,6626687.0
CRM,2024-08-28,DOWN,-0.73,0.73,SMALL,Tech,0.1029,0.0888,0.8083,0.8083,0,0,0,0,0.0,2621,0.0331,0.0826,0.1667,0.0,0.0,0.1641,0.2,145,0,0,1.1912,10.065,1.4243,1.049,67.94,1.3683,-16.3857,4386840.0
CRM,2024-05-29,DOWN,-19.7371,19.7371,LARGE,Tech,0.0156,0.9017,0.0827,0.9017,1,0,0,0,1.0,2529,-0.0303,0.1561,0.0909,0.1364,0.042,-0.0083,0.3583,143,1,0,-4.9091,-2.6517,1.4475,1.7479,41.54,-0.0303,-14.7367,4400767.0
JPM,2026-04-11,UP,1.2295,1.2295,SMALL,Finance,0.2612,0.0451,0.6937,0.6937,0,0,0,0,0.0,2639,0.0492,0.12,0.1818,0.0,0.0265,0.1636,0.3227,151,0,0,4.8807,8.6878,1.6214,0.7422,52.95,1.6242,-6.9197,10439753.0
JPM,2026-01-13,DOWN,-0.9746,0.9746,SMALL,Finance,0.1686,0.1237,0.7077,0.7077,0,0,0,0,0.0,2690,0.0083,0.0409,0.1111,0.0,0.0292,0.04,0.2,137,0,0,-3.0244,2.7564,1.2774,1.1407,59.54,0.6293,-3.0244,9141060.0
JPM,2025-10-11,UP,2.353,2.353,MEDIUM,Finance,0.0379,0.7546,0.2075,0.7546,0,0,0,0,0.0,2559,0.0192,0.044,0.1818,0.0,0.0276,0.0844,0.2644,145,0,0,-2.6813,-3.2285,0.7647,0.9487,31.11,-0.6931,-4.3369,7781567.0
JPM,2025-07-11,UP,0.6414,0.6414,SMALL,Finance,0.4389,0.104,0.4571,0.4571,0,0,0,0,0.0,2549,0.0541,0.1065,0.3043,0.0,0.0268,0.1564,0.3641,149,0,0,-2.6385,5.701,1.3125,1.1314,36.62,1.0307,-2.6385,10349020.0
JPM,2025-04-11,DOWN,-0.6266,0.6266,SMALL,Finance,0.0672,0.2371,0.6957,0.6957,0,0,0,0,0.0,2360,0.0,0.0,0.0,0.0,0.0504,0.0,0.0,119,0,0,8.0036,-5.4302,3.774,1.3571,44.07,-2.1192,-18.3751,15327473.0
JPM,2025-01-15,UP,0.7608,0.7608,SMALL,Finance,0.0728,0.2166,0.7106,0.7106,0,0,0,0,0.0,2568,0.0611,0.1339,0.1905,0.0,0.014,0.2,0.3423,143,0,0,1.7683,4.692,0.9471,1.1328,56.73,0.4794,-0.6161,9612920.0
JPM,2024-10-11,DOWN,-0.3644,0.3644,SMALL,Finance,0.7893,0.1138,0.0969,0.7893,0,0,0,0,0.0,2811,0.0435,0.1079,0.2222,0.0,0.0292,0.1152,0.3152,137,0,0,0.767,1.4469,1.1673,0.823,57.78,0.157,-4.7401,8494520.0
JPM,2024-07-12,UP,2.4934,2.4934,MEDIUM,Finance,0.176,0.0531,0.7709,0.7709,0,0,0,0,0.0,2580,0.019,0.0518,0.1429,0.0,0.0403,0.0923,0.1641,149,0,0,1.2989,4.998,0.9752,0.9621,64.49,0.9551,-0.1684,9716433.0
BAC,2026-04-15,DOWN,-1.4912,1.4912,SMALL,Finance,0.0466,0.0431,0.9103,0.9103,0,0,0,0,0.0,2491,0.023,0.0361,0.1176,0.0,0.0,0.06,0.1467,135,0,0,2.8335,10.8226,1.4859,0.9128,52.03,0.4512,-6.2854,34047307.0
BAC,2026-01-15,UP,0.7226,0.7226,SMALL,Finance,0.7797,0.0354,0.1849,0.7797,1,0,0,0,1.0,3017,0.0593,0.1253,0.2222,0.0,0.0351,0.1378,0.2,171,1,0,-6.586,-6.2355,1.5196,1.7959,45.73,-0.1147,-8.3319,32324800.0
BAC,2025-10-15,DOWN,-3.5195,3.5195,MEDIUM,Finance,0.104,0.0535,0.8425,0.8425,0,0,0,0,0.0,2705,0.017,0.0465,0.1176,0.0,0.0709,0.0788,0.1333,141,0,0,0.5016,-3.1141,1.1585,1.3502,44.56,-0.2249,-4.4449,26850273.0
BAC,2025-07-15,DOWN,-0.26,0.26,SMALL,Finance,0.4294,0.0776,0.493,0.493,0,0,0,0,0.0,2657,0.0259,0.0735,0.1111,0.0,0.042,0.0976,0.1762,143,0,0,-0.1697,1.6631,1.1591,0.8419,42.22,0.0263,-3.8013,44447540.0
BAC,2025-04-15,DOWN,-1.7373,1.7373,SMALL,Finance,0.357,0.497,0.1459,0.497,0,0,0,0,0.0,2665,0.0059,0.0161,0.0,0.0,0.014,0.0182,0.1152,143,0,0,4.6817,-15.2726,4.1783,0.9974,38.83,-0.6176,-22.7034,67156433.0
BAC,2025-01-15,DOWN,-0.9766,0.9766,SMALL,Finance,0.1012,0.1167,0.7822,0.7822,1,0,0,0,1.0,2603,0.0,0.0,0.0,0.0,0.0458,0.0,0.0,131,1,0,-0.6511,3.645,1.0781,1.2108,50.04,0.1306,-3.6327,30689160.0
BAC,2024-10-15,UP,1.5662,1.5662,SMALL,Finance,0.0701,0.0538,0.8761,0.8761,0,0,0,0,0.0,2588,0.0401,0.0786,0.2105,0.0,0.014,0.0844,0.1244,143,0,0,4.9587,6.2357,1.4672,1.1424,75.17,0.1448,-4.4114,30621107.0
BAC,2024-07-16,DOWN,-0.3399,0.3399,SMALL,Finance,0.914,0.0315,0.0545,0.914,0,0,0,0,0.0,2389,0.0342,0.0816,0.15,0.0,0.0,0.1107,0.2,131,0,0,1.1347,4.6727,1.0944,1.067,53.46,0.1921,0.0,31969213.0
GS,2026-04-14,DOWN,-1.1147,1.1147,SMALL,Finance,0.157,0.1039,0.739,0.739,0,0,0,0,0.0,2246,0.0314,0.0716,0.1765,0.0,0.0146,0.1208,0.2083,137,0,0,3.0828,7.1601,2.088,1.2574,53.05,6.4596,-8.237,2035027.0
GS,2026-01-15,DOWN,-1.4203,1.4203,SMALL,Finance,0.081,0.0627,0.8564,0.8564,0,0,0,0,0.0,2673,0.0167,0.05,0.1111,0.0,0.0252,0.0364,0.1273,159,0,0,-0.2311,3.4335,1.7044,1.1576,66.34,3.8977,-2.3863,1918407.0
GS,2025-10-14,DOWN,-0.3672,0.3672,SMALL,Finance,0.0974,0.0908,0.8118,0.8118,0,0,0,0,0.0,2783,0.0495,0.1309,0.125,0.0,0.0229,0.2469,0.2812,175,0,0,-0.3635,-2.4234,1.3632,1.2973,42.95,-1.8428,-2.4234,1746973.0
GS,2025-07-14,DOWN,-1.5127,1.5127,SMALL,Finance,0.3269,0.1661,0.507,0.507,0,0,0,0,0.0,2653,0.0,0.0,0.0,0.0,0.0155,0.0,0.2857,129,0,0,-0.8411,10.0109,1.3999,0.6582,63.5,4.394,-2.5881,2622627.0
GS,2025-04-14,UP,0.7758,0.7758,SMALL,Finance,0.1927,0.4019,0.4054,0.4054,0,0,0,0,0.0,2423,0.05,0.0805,0.3125,0.0,0.064,0.1455,0.2727,125,0,0,6.2147,-14.7664,4.8581,1.4055,42.31,-7.9409,-26.0787,3834627.0
GS,2025-01-15,UP,1.1668,1.1668,SMALL,Finance,0.0583,0.0375,0.9042,0.9042,0,0,0,0,0.0,2741,0.0,0.0,0.0,0.0,0.0,0.0,0.0615,159,0,0,-1.4807,0.9592,1.2595,1.2256,54.22,-0.309,-5.6211,1879560.0
GS,2024-10-15,UP,1.4319,1.4319,SMALL,Finance,0.1301,0.1851,0.6848,0.6848,0,0,0,0,0.0,2475,0.0137,0.0366,0.125,0.0,0.0,0.075,0.175,129,0,0,5.2722,4.9657,1.1713,1.2677,60.74,1.39,0.0,1549693.0
GS,2024-07-15,UP,2.1921,2.1921,MEDIUM,Finance,0.0897,0.0629,0.8474,0.8474,0,0,0,0,0.0,2806,0.0614,0.1013,0.2941,0.0,0.0144,0.1808,0.2885,139,0,0,3.24,6.5974,1.3001,0.9721,50.52,1.9696,0.0,2374673.0
V,2026-01-28,UP,1.4741,1.4741,SMALL,Finance,0.023,0.9547,0.0224,0.9547,0,0,0,0,0.0,2876,0.0476,0.1119,0.24,0.08,0.0,0.0787,0.434,189,0,0,-0.0061,-9.0334,1.2407,0.7639,26.81,-2.3989,-12.5451,8541293.0
V,2025-10-29,UP,1.0988,1.0988,SMALL,Finance,0.9379,0.023,0.039,0.9379,0,0,0,0,0.0,2525,0.0,0.0,0.0,0.0,0.0136,0.0,0.0,147,0,0,0.4459,-1.2694,1.1814,1.0499,45.3,0.0204,-6.911,5213853.0
V,2025-07-23,DOWN,-0.3715,0.3715,SMALL,Finance,0.0393,0.0699,0.8908,0.8908,1,0,0,0,1.0,2562,0.0147,0.0588,0.0588,0.0,0.0276,0.0625,0.125,145,1,0,0.5602,-1.0156,0.895,0.8771,52.42,-0.5757,-5.7459,5608733.0
V,2025-04-29,UP,1.1654,1.1654,SMALL,Finance,0.9335,0.0349,0.0315,0.9335,0,0,0,0,0.0,2643,0.045,0.1062,0.2,0.0,0.028,0.1519,0.2741,143,0,0,1.8437,8.0654,2.6152,0.829,59.57,1.2436,-6.9477,7209867.0
V,2025-01-28,UP,0.4186,0.4186,SMALL,Finance,0.1411,0.0434,0.8155,0.8155,0,0,0,0,0.0,2470,0.0104,0.0403,0.0625,0.0,0.0138,0.0625,0.125,145,0,0,3.3711,6.2335,0.9549,0.958,63.49,1.5863,0.0,5658000.0
V,2024-10-29,UP,2.9374,2.9374,MEDIUM,Finance,0.0133,0.9556,0.0311,0.9556,1,0,0,0,1.0,2221,-0.0117,0.0248,0.0,0.1053,0.0342,-0.0393,0.1624,117,1,0,-0.2107,3.3569,1.0048,0.8256,59.27,0.6231,-2.5278,5430633.0
V,2024-07-23,DOWN,-4.0107,4.0107,MEDIUM,Finance,0.4866,0.1487,0.3648,0.4866,0,0,0,0,0.0,2471,0.05,0.1061,0.1875,0.0,0.0336,0.1846,0.2769,119,0,0,-0.572,1.6981,1.0488,0.8238,49.66,0.1486,-7.6332,7164080.0
V,2024-04-23,UP,0.332,0.332,SMALL,Finance,0.0472,0.0536,0.8993,0.8993,0,0,0,0,0.0,2419,0.0098,0.0392,0.0588,0.0,0.0,0.0625,0.2111,127,0,0,0.3612,-2.1944,0.7577,1.1059,37.8,-0.5117,-6.2127,6811933.0
MA,2026-01-29,DOWN,-0.9085,0.9085,SMALL,Finance,0.0389,0.0499,0.9112,0.9112,0,0,0,0,0.0,2499,-0.0079,0.0244,0.0,0.0526,0.0155,-0.0286,0.1143,129,0,0,-2.1563,-9.9612,1.1501,1.0698,22.91,-4.4543,-12.7083,4416427.0
MA,2025-10-31,DOWN,-1.4348,1.4348,SMALL,Finance,0.4969,0.0589,0.4442,0.4969,0,0,0,0,0.0,2554,0.0521,0.1134,0.2,0.0,0.0315,0.1872,0.3103,127,0,0,-3.4846,-0.6816,1.1988,1.3062,54.95,0.2693,-7.4377,2797927.0
MA,2025-07-31,DOWN,-1.1616,1.1616,SMALL,Finance,0.0492,0.0559,0.8949,0.8949,0,0,0,0,0.0,2256,0.0,0.0,0.0,0.0,0.0354,0.0,0.0,113,0,0,-0.7791,-0.7826,0.8596,1.0731,32.16,0.8487,-5.2263,2397800.0
MA,2025-04-29,UP,1.5528,1.5528,SMALL,Finance,0.8053,0.0464,0.1483,0.8053,1,0,0,0,1.0,2262,0.0226,0.0611,0.125,0.0,0.0157,0.0963,0.163,127,1,0,1.3578,10.2607,2.4499,0.6214,57.82,3.3493,-7.1094,3192247.0
MA,2025-01-30,DOWN,-1.8692,1.8692,SMALL,Finance,0.8539,0.048,0.0981,0.8539,0,0,0,0,0.0,2293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,0,0,2.7292,7.4714,1.1539,1.0567,61.23,3.1079,0.0,2634320.0
MA,2024-10-31,UP,1.6994,1.6994,SMALL,Finance,0.4796,0.166,0.3544,0.4796,0,0,0,0,0.0,2620,0.1209,0.1614,0.4118,0.0,0.0134,0.2529,0.3824,149,0,0,0.6012,3.1465,0.6656,1.1202,63.76,0.4543,-0.5132,2194220.0
MA,2024-07-31,DOWN,-0.2803,0.2803,SMALL,Finance,0.117,0.0514,0.8316,0.8316,0,0,0,0,0.0,2361,0.0255,0.0698,0.1176,0.0,0.0168,0.1238,0.2095,119,0,0,3.4686,3.1847,1.1892,0.7878,53.72,0.0205,-8.1669,2773427.0
MA,2024-05-01,DOWN,-0.2194,0.2194,SMALL,Finance,0.4619,0.0873,0.4508,0.4619,1,0,0,0,1.0,2479,0.0361,0.1083,0.1111,0.0,0.0157,0.1238,0.2095,127,1,0,-2.4432,-3.8302,0.7121,0.9786,30.73,-0.6465,-7.5342,2310400.0
TSLA,2026-01-28,DOWN,-3.4534,3.4534,MEDIUM,Consumer,0.1748,0.168,0.6572,0.6572,0,0,0,0,0.0,2484,-0.0069,0.0213,0.0,0.1,0.0,-0.037,0.037,145,0,0,-0.1252,-0.4758,2.1291,0.7974,63.96,-0.0648,-12.0397,60157987.0
TSLA,2025-10-23,DOWN,-3.3988,3.3988,MEDIUM,Consumer,0.0181,0.9175,0.0644,0.9175,0,0,0,0,0.0,2835,0.0202,0.0565,0.15,0.0,0.0116,0.0573,0.1976,173,0,0,2.3837,0.6812,3.0031,0.7758,59.0,0.2798,-8.5212,86860980.0
TSLA,2025-07-23,DOWN,-8.197,8.197,LARGE,Consumer,0.0356,0.9196,0.0448,0.9196,1,0,0,0,1.0,2693,-0.0051,0.0453,0.1053,0.1053,0.0,-0.0035,0.1352,155,1,0,3.2456,10.442,2.9031,0.8896,60.05,2.0665,-30.7902,92695093.0
TSLA,2025-04-22,UP,5.3662,5.3662,LARGE,Consumer,0.0078,0.9609,0.0313,0.9609,0,0,0,0,0.0,2596,-0.0141,0.0577,0.0556,0.1667,0.0,-0.0348,0.3594,143,0,0,-9.8474,-12.2164,7.7004,0.6767,58.4,-1.9127,-52.5903,144608647.0
TSLA,2025-01-29,UP,2.8733,2.8733,MEDIUM,Consumer,0.0149,0.9449,0.0402,0.9449,0,0,0,0,0.0,2388,-0.0397,0.1014,0.0,0.1765,0.0142,-0.1949,0.241,141,0,0,-4.1001,-3.1529,2.9478,0.7741,60.18,0.5139,-17.0404,70388520.0
TSLA,2024-10-23,UP,21.919,21.919,LARGE,Consumer,0.0092,0.9645,0.0262,0.9645,0,0,0,0,0.0,2713,0.0221,0.0641,0.1176,0.0,0.0261,0.0385,0.0769,153,0,0,-1.5181,-12.4689,2.8426,0.6566,39.16,-2.5248,-17.2035,71174880.0
TSLA,2024-07-23,DOWN,-12.3346,12.3346,LARGE,Consumer,0.0106,0.9203,0.0691,0.9203,0,0,0,0,0.0,2382,0.0389,0.11,0.1111,0.0,0.0,0.1556,0.2556,133,0,0,-1.9684,19.8466,4.4428,0.6889,38.09,1.1349,-8.8864,144916233.0
TSLA,2024-04-23,UP,12.0611,12.0611,LARGE,Consumer,0.0115,0.9422,0.0464,0.9422,0,0,0,0,0.0,2189,-0.0229,0.0622,0.0,0.1667,0.0155,-0.0555,0.4685,129,0,0,-9.5856,-14.7512,2.8298,0.976,43.55,-1.8674,-51.575,99134820.0
NFLX,2026-04-15,UP,0.0743,0.0743,SMALL,Consumer,0.0104,0.9613,0.0283,0.9613,0,0,0,0,0.0,2515,0.0023,0.0073,0.0,0.0,0.0414,0.013,0.3019,145,0,0,6.9323,16.894,1.3678,0.8595,79.12,1.0133,-20.635,35812513.0
NFLX,2026-01-20,DOWN,-2.1774,2.1774,MEDIUM,Consumer,0.0174,0.9448,0.0378,0.9448,0,0,0,0,0.0,2987,-0.0075,0.0238,0.0,0.05,0.0382,-0.0286,0.0,157,0,0,-1.577,-6.8487,0.9708,1.1917,40.8,-0.4666,-34.2857,37709853.0
NFLX,2025-10-15,DOWN,-1.6372,1.6372,SMALL,Consumer,0.071,0.0422,0.8869,0.8869,0,0,0,0,0.0,2456,0.0565,0.1096,0.25,0.0,0.015,0.1524,0.4086,133,0,0,0.0906,0.9469,1.2024,0.9774,60.96,0.1349,-9.2433,31045800.0
NFLX,2025-07-17,DOWN,-5.0959,5.0959,LARGE,Consumer,0.0079,0.9671,0.025,0.9671,0,0,0,0,0.0,2470,0.0,0.0,0.0,0.0,0.0174,0.0,0.0,115,0,0,-0.0224,-1.9557,1.5958,0.9351,52.28,-0.4568,-6.6327,31402133.0
NFLX,2025-04-17,UP,1.5292,1.5292,SMALL,Consumer,0.8728,0.0383,0.0889,0.8728,0,0,0,0,0.0,2480,0.0171,0.0769,0.1111,0.0556,0.0559,0.0622,0.2489,143,0,0,4.3922,-1.545,3.5777,1.1369,56.21,0.0467,-9.1602,52227933.0
NFLX,2025-01-21,UP,9.6944,9.6944,LARGE,Consumer,0.1286,0.0462,0.8251,0.8251,0,0,0,0,0.0,2670,0.0093,0.0311,0.0909,0.0,0.0387,0.039,0.1299,155,0,0,2.1195,-7.1461,1.5147,1.2011,49.48,-0.571,-8.3775,30048933.0
NFLX,2024-10-16,DOWN,-2.0442,2.0442,MEDIUM,Consumer,0.0515,0.8322,0.1163,0.8322,0,0,0,0,0.0,2570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,0,0,-2.9487,-2.1592,1.3411,1.0683,50.59,0.0507,-3.3288,25054467.0
NFLX,2024-07-17,DOWN,-0.6827,0.6827,SMALL,Consumer,0.0625,0.7408,0.1967,0.7408,0,0,0,0,0.0,2425,0.0,0.0,0.0,0.0,0.028,0.0,0.0,143,0,0,-3.1476,-2.3929,1.2937,1.105,45.32,-0.1731,-4.9707,27903667.0
DIS,2026-02-05,UP,3.5534,3.5534,MEDIUM,Consumer,0.7904,0.0438,0.1658,0.7904,0,0,0,0,0.0,3189,0.0632,0.1491,0.1739,0.0,0.0231,0.1322,0.2083,173,0,0,-4.0599,-5.7077,2.4059,1.9488,44.89,-0.489,-13.0923,13970640.0
DIS,2025-11-13,DOWN,-1.682,1.682,SMALL,Consumer,0.0106,0.9534,0.036,0.9534,0,0,0,0,0.0,2795,0.0122,0.0446,0.1176,0.0,0.0255,0.0433,0.2567,157,0,0,5.5752,3.2027,1.0854,1.3584,62.28,0.1379,-5.935,8372773.0
DIS,2025-08-06,DOWN,-1.9884,1.9884,SMALL,Consumer,0.041,0.22,0.739,0.739,0,1,0,0,-1.0,2807,0.0406,0.0755,0.25,0.0,0.053,0.1308,0.1615,151,0,1,-1.0206,-1.2519,1.189,1.41,67.74,-0.2516,-4.5883,7765573.0
DIS,2025-05-07,UP,2.968,2.968,MEDIUM,Consumer,0.0685,0.097,0.8344,0.8344,0,0,0,0,0.0,2598,0.0,0.0,0.0,0.0,0.0134,0.0,0.0,149,0,0,1.3414,8.4225,1.5102,1.0058,67.94,0.6863,-21.2769,9831413.0
DIS,2025-02-05,UP,1.4022,1.4022,SMALL,Consumer,0.4747,0.123,0.4024,0.4747,0,0,0,0,0.0,2795,0.0146,0.0386,0.125,0.0,0.0339,0.0778,0.1222,177,0,0,0.0972,4.791,0.9714,1.2486,48.18,0.5378,-6.9149,8058400.0
DIS,2024-11-14,UP,5.4619,5.4619,LARGE,Consumer,0.009,0.97,0.0209,0.97,0,0,0,0,0.0,3028,0.0361,0.0524,0.375,0.0,0.0447,0.0854,0.2521,179,0,0,3.831,7.673,0.9665,1.432,72.64,0.491,-15.9796,8427493.0
DIS,2024-08-07,DOWN,0.0,0.0,SMALL,Consumer,0.0598,0.1913,0.7489,0.7489,0,1,0,0,-1.0,2836,0.0552,0.0874,0.3125,0.0,0.0248,0.1588,0.1824,161,0,1,-3.9705,-7.5429,1.8566,1.4445,55.51,-0.4271,-26.4085,12980967.0
DIS,2024-05-07,UP,0.0474,0.0474,SMALL,Consumer,0.5766,0.2972,0.1262,0.5766,0,0,0,0,0.0,2829,0.0,0.0,0.0,0.0,0.0248,0.0,0.0154,161,0,0,4.8335,2.2743,1.0811,1.2635,66.33,0.0272,-5.1702,8050080.0
SBUX,2026-01-28,DOWN,-1.3451,1.3451,SMALL,Consumer,0.5651,0.3533,0.0816,0.5651,0,0,0,0,0.0,2879,-0.0133,0.0452,0.0,0.08,0.0432,-0.0476,0.0476,185,0,0,-0.7363,6.9975,1.5334,1.2894,54.55,0.7243,-15.611,10927340.0
SBUX,2025-10-29,DOWN,-1.2118,1.2118,SMALL,Consumer,0.1196,0.8345,0.0459,0.8345,0,0,0,0,0.0,2781,0.0505,0.1168,0.1875,0.0,0.0544,0.1062,0.35,147,0,0,-0.0819,6.7341,1.3374,0.9467,62.28,0.5689,-25.2232,8645887.0
SBUX,2025-07-29,DOWN,-0.2151,0.2151,SMALL,Consumer,0.0114,0.9062,0.0824,0.9062,0,0,0,0,0.0,2753,0.0,0.0,0.0,0.0,0.048,0.0,0.0,125,0,0,-3.3732,-1.3377,1.5837,1.0785,53.38,-0.0175,-18.5481,7867780.0
SBUX,2025-04-29,DOWN,-5.657,5.657,LARGE,Consumer,0.0969,0.3185,0.5846,0.5846,0,0,0,0,0.0,2519,-0.0312,0.0827,0.0,0.125,0.015,-0.1429,0.1429,133,0,0,2.63,4.875,3.4948,0.523,52.59,-0.0073,-27.5537,12547733.0
SBUX,2025-01-28,UP,8.1366,8.1366,LARGE,Consumer,0.0939,0.1139,0.7922,0.7922,0,0,0,0,0.0,2624,0.0147,0.0403,0.1176,0.0,0.0496,0.0714,0.0952,121,0,0,2.082,8.0363,0.9393,1.1461,75.9,0.5331,-2.4195,7129613.0
SBUX,2024-10-30,UP,0.3905,0.3905,SMALL,Consumer,0.1721,0.2778,0.5501,0.5501,0,0,0,0,0.0,2492,0.063,0.0999,0.375,0.0,0.0444,0.1385,0.2308,135,0,0,-0.2662,1.5749,0.9756,1.1293,50.29,0.225,-7.3632,7119593.0
SBUX,2024-07-30,UP,2.6468,2.6468,MEDIUM,Consumer,0.0492,0.0514,0.8994,0.8994,0,0,0,0,0.0,2069,0.0407,0.1152,0.1111,0.0,0.036,0.22,0.28,111,0,0,-1.39,3.3677,2.6501,1.0237,63.46,0.1457,-28.8999,13749320.0
SBUX,2024-04-30,DOWN,-15.8775,15.8775,LARGE,Consumer,0.0159,0.9184,0.0657,0.9184,0,1,0,0,-1.0,2521,-0.0099,0.0704,0.0556,0.1667,0.0144,-0.0889,0.3299,139,0,1,0.5235,1.3773,0.7709,0.9398,43.02,0.2109,-21.1998,8154947.0
NKE,2026-03-20,UP,0.6492,0.6492,SMALL,Consumer,0.7682,0.05,0.1818,0.7682,0,0,0,0,0.0,2835,0.0236,0.0882,0.087,0.0,0.0343,0.1273,0.2364,175,0,0,-1.0004,-13.4855,1.2275,0.7989,43.47,-0.5679,-31.3232,16284367.0
NKE,2025-12-19,DOWN,-2.5379,2.5379,MEDIUM,Consumer,0.022,0.7248,0.2533,0.7248,0,0,0,0,0.0,2632,-0.0012,0.0033,0.0,0.0,0.0,-0.0045,0.15,163,0,0,-2.7271,2.1956,1.8314,1.5271,56.43,0.1507,-17.8026,14238507.0
